IDKhachHang,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
2694-CIUMO,Nu,0,Khong,Khong,12,Co,Co,Cap quang,Khong,Khong,Khong,Co,Khong,Khong,hang thang,Co,the tin dung,79.55,958.25,Khong
5846-ABOBJ,Nam,0,Co,Khong,71,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,24.45,1730.65,Khong
1439-LCGVL,Nu,0,Co,Khong,26,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.2,459.6,Khong
0909-SDHNU,Nu,0,Khong,Co,7,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,29.8,201.95,Khong
4647-XXZAM,Nu,0,Co,Co,6,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,45.5,285.2,Khong
1502-XFCVR,Nu,0,Khong,Khong,58,Co,Khong,Cap quang,Co,Co,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,106.45,6145.85,Co
7740-KKCXF,Nam,0,Co,Khong,51,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,30.05,1529.45,Khong
5360-XGYAZ,Nam,0,Co,Co,72,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,65.65,4664.5,Khong
9692-TUSXH,Nu,0,Khong,Khong,18,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,96.05,1740.7,Co
7912-SYRQT,Nu,0,Khong,Khong,7,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,75.1,552.95,Co
3557-HTYWR,Nu,0,Khong,Khong,47,Co,Co,DSL,Co,Co,Khong,Co,Khong,Co,hai nam,Khong,Sec buu dien,74.05,3496.3,Khong
4816-JBHOV,Nam,1,Khong,Khong,2,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,44.7,93.7,Co
8920-NAVAY,Nam,1,Khong,Khong,62,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,110.75,7053.35,Khong
1699-TLDLZ,Nu,0,Co,Co,16,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.7,301.55,Khong
5600-PDUJF,Nam,0,Khong,Khong,6,Co,Khong,DSL,Khong,Khong,Khong,Co,Khong,Khong,hang thang,Co,the tin dung,49.5,312.7,Khong
8292-TYSPY,Nam,0,Khong,Khong,19,Co,Khong,DSL,Khong,Khong,Co,Co,Khong,Khong,hang thang,Co,the tin dung,55,1046.5,Co
0567-XRHCU,Nu,0,Co,Co,69,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Khong,Khong,Co,hai nam,Co,the tin dung,43.95,2960.1,Khong
1867-BDVFH,Nam,0,Co,Co,11,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.35,834.2,Co
2067-QYTCF,Nu,0,Co,Khong,64,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang thang,Co,Sec dien tu,111.15,6953.4,Khong
2359-QWQUL,Nu,0,Co,Khong,39,Co,Khong,Cap quang,Co,Khong,Co,Co,Co,Co,hang nam,Co,the tin dung,104.7,4134.85,Co
9103-TCIHJ,Nu,0,Khong,Khong,15,Co,Co,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,55.7,899.8,Co
7407-SUJIZ,Nam,0,Khong,Khong,25,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.6,541.5,Khong
9150-KPBJQ,Nu,0,Khong,Khong,6,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,19.65,116.85,Khong
0052-DCKON,Nam,0,Co,Khong,66,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hang nam,Khong,chuyen khoang ngan hang,115.8,7942.15,Khong
3654-ARMGP,Nu,0,Khong,Khong,61,Co,Co,DSL,Khong,Co,Co,Co,Co,Co,hai nam,Khong,the tin dung,88.65,5321.25,Khong
9699-UBQFS,Nu,1,Co,Khong,43,Co,Co,Cap quang,Co,Co,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,94.5,4156.8,Khong
9367-TCUYN,Nu,0,Khong,Khong,12,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.1,223.6,Khong
1261-FWTTE,Nam,1,Khong,Khong,23,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,chuyen khoang ngan hang,34.65,768.45,Khong
3528-HFRIQ,Nam,1,Co,Khong,71,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,52.3,3765.05,Khong
0708-SJDIS,Nu,0,Khong,Khong,34,Co,Co,DSL,Khong,Khong,Khong,Co,Co,Khong,hang thang,Khong,Sec buu dien,65,2157.5,Khong
4140-WJAWW,Nu,0,Khong,Khong,5,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,the tin dung,19.85,108.05,Co
2073-QBVBI,Nu,0,Co,Khong,41,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Co,Khong,Khong,hang nam,Khong,Sec buu dien,35.45,1391.65,Khong
6928-ONTRW,Nu,0,Co,Co,72,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,19.7,1379.8,Khong
3320-VEOYC,Nam,1,Khong,Khong,14,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,95.6,1273.3,Khong
5231-FIQPA,Nu,0,Khong,Khong,41,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,Sec buu dien,19.85,810.45,Khong
6617-WLBQC,Nu,0,Co,Co,23,Co,Co,Cap quang,Co,Khong,Khong,Khong,Khong,Khong,hang nam,Khong,the tin dung,81.85,1810.85,Khong
2599-CIPQE,Nam,0,Co,Co,71,Co,Khong,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Khong,the tin dung,109.3,7782.85,Khong
6653-CBBOM,Nu,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,70.3,70.3,Co
8774-GSBUN,Nam,0,Co,Khong,72,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,25.4,1797.1,Khong
7326-RIGQZ,Nam,0,Co,Co,6,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,69.8,377.85,Khong
1401-FTHFQ,Nam,0,Co,Co,23,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,the tin dung,20,445.3,Khong
3247-ZVOUO,Nam,1,Co,Khong,10,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec dien tu,85.55,851.75,Co
0254-FNMCI,Nu,0,Khong,Khong,72,Co,Khong,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Co,Sec dien tu,109.9,7624.2,Khong
1848-LBZHY,Nu,0,Co,Khong,7,Co,Khong,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,50.3,355.1,Khong
6101-IMRMM,Nam,0,Khong,Co,6,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Khong,Sec buu dien,94.5,575.45,Co
8118-TJAFG,Nam,0,Co,Co,9,Co,Khong,Cap quang,Khong,Co,Khong,Co,Co,Co,hang thang,Co,Sec dien tu,101.5,906.85,Khong
5429-LWCMV,Nu,0,Khong,Khong,12,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,89.15,1057.55,Khong
7298-IZWLY,Nu,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,19.4,19.4,Khong
9758-MFWGD,Nu,1,Co,Co,48,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang nam,Khong,chuyen khoang ngan hang,29.9,1388.75,Khong
3955-JBZZM,Nam,0,Khong,Khong,20,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,Sec dien tu,78.8,1641.3,Khong
1268-ASBGA,Nu,1,Co,Khong,16,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,the tin dung,85.35,1375.15,Co
8943-URTMR,Nu,0,Khong,Khong,2,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec buu dien,79.65,152.7,Co
4815-TUMEQ,Nu,0,Khong,Khong,10,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,Sec buu dien,19.3,185.2,Khong
4713-LZDRV,Nu,1,Khong,Khong,2,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,79.6,195.05,Co
9909-IDLEK,Nam,0,Co,Co,20,Co,Co,Cap quang,Khong,Co,Khong,Co,Co,Khong,hang thang,Khong,Sec buu dien,96.8,1826.7,Khong
4092-OFQZS,Nam,0,Co,Khong,20,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,20.65,417.5,Khong
1561-BWHIN,Nam,0,Co,Co,19,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.8,344.5,Khong
4325-NFSKC,Nam,1,Khong,Khong,19,Co,Co,Cap quang,Co,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,90.6,1660,Co
9927-DSWDF,Nam,0,Co,Khong,22,Co,Khong,Cap quang,Co,Co,Khong,Co,Co,Co,hang thang,Co,Sec dien tu,104.6,2180.55,Khong
9500-LTVBP,Nu,0,Khong,Khong,35,Co,Co,Cap quang,Khong,Khong,Khong,Co,Khong,Khong,hang thang,Khong,the tin dung,80.05,2835.9,Khong
7252-NTGSS,Nu,0,Khong,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,45.15,45.15,Khong
8149-AIQCG,Nam,0,Khong,Khong,39,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,73.15,2730.85,Khong
1360-JYXKQ,Nu,1,Co,Khong,54,Co,Khong,Cap quang,Khong,Khong,Co,Co,Co,Co,hang nam,Co,Sec dien tu,99.1,5437.1,Khong
2955-PSXOE,Nu,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,chuyen khoang ngan hang,20.2,20.2,Co
7762-URZQH,Nam,0,Co,Khong,66,Co,Co,Cap quang,Co,Khong,Co,Khong,Co,Co,hai nam,Co,the tin dung,106.05,6981.35,Co
0899-WZRSD,Nam,0,Khong,Khong,56,Co,Co,Cap quang,Co,Khong,Khong,Co,Co,Co,hang thang,Co,Sec buu dien,105.35,5794.45,Khong
3255-GRXMG,Nam,0,Khong,Co,18,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,45.65,747.2,Khong
4828-FAZPK,Nu,0,Co,Co,16,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,79.95,1267.95,Khong
6094-ZIVKX,Nu,0,Khong,Khong,68,Co,Khong,DSL,Co,Khong,Co,Khong,Khong,Khong,hang nam,Co,the tin dung,54.45,3674.95,Khong
6925-BAYGL,Nu,1,Co,Khong,53,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,25.1,1275.6,Khong
3262-EIDHV,Nu,0,Co,Co,72,Co,Co,DSL,Co,Khong,Co,Co,Co,Co,hai nam,Khong,the tin dung,84.7,5893.9,Khong
7354-OIJLX,Nam,0,Khong,Khong,9,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,75.85,724.65,Khong
1376-HHBDV,Nu,0,Khong,Khong,30,Co,Khong,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,48.8,1536.75,Khong
6907-NZZIJ,Nu,0,Khong,Khong,36,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,99.15,3615.6,Co
6133-OZILE,Nu,0,Khong,Khong,18,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Co,Khong,Khong,hang thang,Co,Sec dien tu,35.2,607.3,Khong
4135-FRWKJ,Nu,1,Co,Co,55,Co,Co,DSL,Co,Khong,Co,Co,Co,Khong,hang nam,Khong,Sec dien tu,76.25,4154.55,Khong
2911-UREFD,Nu,0,Co,Khong,39,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Khong,Co,Co,hang thang,Khong,Sec dien tu,55.9,2184.35,Co
3744-ZRRDZ,Nam,0,Khong,Khong,21,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,82.35,1852.85,Co
5673-TIYIB,Nam,0,Khong,Khong,2,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Co,Khong,Khong,hang thang,Co,the tin dung,40.4,77.15,Co
6551-ZCOTS,Nam,1,Khong,Khong,33,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,chuyen khoang ngan hang,24.9,847.8,Khong
7191-ADRGF,Nam,0,Co,Khong,44,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Khong,Co,Co,hai nam,Khong,chuyen khoang ngan hang,54.3,2390.45,Khong
5018-LXQQG,Nu,0,Co,Co,30,Co,Khong,DSL,Co,Khong,Khong,Co,Khong,Co,hang thang,Khong,chuyen khoang ngan hang,66.3,1923.5,Khong
6892-BOGQE,Nu,0,Co,Khong,71,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,chuyen khoang ngan hang,20.9,1493.2,Khong
1602-IJQQE,Nu,0,Khong,Khong,4,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,75.35,338.1,Co
4628-WQCQQ,Nam,0,Khong,Co,35,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Khong,hang nam,Co,Sec dien tu,85.15,3030.6,Co
1746-TGTWV,Nam,0,Co,Khong,1,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Khong,the tin dung,75.35,75.35,Khong
5995-SNNEW,Nam,1,Co,Khong,23,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,104.45,2184.85,Khong
8050-WYBND,Nu,0,Khong,Co,22,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Khong,Co,Co,hang nam,Co,the tin dung,49.45,1031.4,Khong
2821-WARNZ,Nu,0,Khong,Co,49,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,the tin dung,19.45,921.3,Khong
4879-GZLFH,Nu,0,Co,Co,42,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,92.15,3875.4,Khong
1644-IRKSF,Nu,0,Co,Co,33,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,93.8,3124.5,Co
8314-HTWVE,Nu,0,Co,Co,7,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.85,144.15,Khong
9402-ROUMJ,Nu,0,Co,Co,67,Co,Co,Cap quang,Co,Khong,Co,Co,Khong,Co,hang nam,Co,chuyen khoang ngan hang,100.25,6689,Khong
2507-QZPQS,Nam,0,Khong,Khong,15,Co,Co,Cap quang,Khong,Co,Khong,Co,Khong,Co,hang thang,Khong,Sec dien tu,95.7,1451.1,Khong
7159-NOKYQ,Nam,0,Co,Khong,67,Co,Co,Cap quang,Khong,Co,Co,Khong,Khong,Co,hai nam,Co,Sec dien tu,93.15,6368.2,Khong
5707-ZMDJP,Nam,0,Co,Co,53,Co,Khong,DSL,Co,Co,Khong,Co,Co,Khong,hai nam,Co,Sec buu dien,69.7,3729.6,Khong
8779-YIQQA,Nam,0,Co,Co,21,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.8,350.1,Khong
7136-IHZJA,Nu,0,Co,Co,40,Co,Khong,DSL,Co,Co,Khong,Co,Khong,Co,hang thang,Co,Sec buu dien,71.35,2847.2,Khong
8966-OIQHG,Nu,0,Co,Co,22,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,chuyen khoang ngan hang,20.75,452.35,Khong
7074-STDCN,Nam,0,Khong,Khong,39,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Co,Khong,Co,hang thang,Co,Sec dien tu,40.6,1494.5,Khong
3705-PSNGL,Nam,0,Khong,Khong,45,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,Sec dien tu,20.4,930.45,Co
8739-QOTTN,Nu,0,Co,Khong,2,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.35,41.85,Khong
1399-OUPJN,Nu,0,Co,Co,57,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,19.75,1272.05,Khong
0277-BKSQP,Nam,0,Co,Co,8,Co,Khong,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,54.4,475.1,Khong
6502-HCJTI,Nam,1,Co,Khong,7,Co,Co,Cap quang,Co,Co,Khong,Khong,Khong,Co,hang thang,Co,the tin dung,94.7,673.1,Co
2606-RMDHZ,Nam,0,Khong,Khong,6,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,30.5,208.7,Co
5774-XZTQC,Nu,0,Co,Co,7,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.45,150.75,Khong
2676-SSLTO,Nam,0,Khong,Khong,49,Co,Co,DSL,Khong,Khong,Khong,Co,Co,Khong,hai nam,Co,chuyen khoang ngan hang,66.15,3199,Khong
6266-QHOJZ,Nu,0,Khong,Khong,65,Co,Co,Cap quang,Co,Co,Khong,Co,Khong,Khong,hang nam,Co,Sec dien tu,89.85,5844.65,Khong
7269-JISCY,Nu,0,Khong,Khong,55,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang nam,Khong,chuyen khoang ngan hang,45.05,2462.6,Khong
0363-SVHYR,Nam,0,Co,Co,71,Co,Co,DSL,Co,Co,Co,Co,Co,Co,hai nam,Khong,chuyen khoang ngan hang,86.85,6263.8,Khong
8547-NSBBO,Nam,0,Khong,Khong,35,Co,Co,Cap quang,Co,Co,Co,Co,Khong,Khong,hang thang,Co,Sec buu dien,96.75,3403.4,Khong
8258-GSTJK,Nam,1,Khong,Khong,3,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,77,237.75,Co
6861-OKBCE,Nu,0,Khong,Co,11,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,the tin dung,20.1,221.35,Co
9940-RHLFB,Nu,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,75.3,75.3,Co
6591-QGOYB,Nam,0,Khong,Khong,17,Co,Co,Cap quang,Co,Co,Co,Co,Co,Khong,hang thang,Co,chuyen khoang ngan hang,106.65,1672.1,Khong
9070-BCKQP,Nu,0,Co,Khong,72,Co,Co,Cap quang,Co,Khong,Co,Co,Co,Co,hai nam,Co,the tin dung,110.15,7881.2,Khong
6421-SZVEM,Nu,0,Co,Co,28,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Khong,Co,hang nam,Co,chuyen khoang ngan hang,82.85,2320.8,Khong
1328-EUZHC,Nu,0,Co,Khong,18,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,20.1,370.5,Khong
2995-UPRYS,Nu,1,Co,Khong,40,Co,Khong,Cap quang,Khong,Co,Khong,Co,Co,Co,hang nam,Co,the tin dung,99.2,4062.2,Co
8878-RYUKI,Nu,0,Khong,Khong,52,Co,Khong,DSL,Khong,Khong,Co,Khong,Khong,Co,hang thang,Co,Sec dien tu,59.45,3043.7,Khong
9633-DENPU,Nu,0,Co,Khong,47,Co,Khong,DSL,Khong,Co,Khong,Khong,Co,Khong,hang thang,Co,chuyen khoang ngan hang,58.6,2723.4,Khong
7811-JIVPF,Nu,0,Khong,Khong,23,Co,Khong,DSL,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Khong,the tin dung,49.7,1081.25,Khong
7113-HIPFI,Nam,0,Co,Co,66,Co,Khong,DSL,Co,Co,Co,Co,Khong,Khong,hai nam,Khong,Sec buu dien,65.85,4097.05,Khong
8541-QVFKM,Nu,0,Khong,Khong,8,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,73.5,632.2,Khong
6686-YPGHK,Nam,1,Khong,Khong,47,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec buu dien,85.5,4042.3,Co
1383-EZRWL,Nu,0,Khong,Khong,7,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.05,164.85,Co
9258-CNWAC,Nu,0,Co,Co,71,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Khong,the tin dung,113.65,8166.8,Khong
5371-VYLSX,Nu,1,Khong,Khong,50,Co,Co,Cap quang,Co,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,83.4,4113.7,Khong
6374-AFWOX,Nam,0,Co,Khong,46,Co,Khong,DSL,Co,Co,Co,Co,Khong,Khong,hai nam,Khong,Sec buu dien,65.65,3047.15,Khong
4759-TRPLW,Nam,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,70.4,70.4,Co
5317-FLPJF,Nu,0,Khong,Khong,66,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,61.35,4193.4,Khong
7621-VPNET,Nu,0,Co,Khong,42,Co,Co,Cap quang,Khong,Khong,Co,Co,Khong,Khong,hang thang,Co,the tin dung,85.9,3729.75,Khong
6034-YMTOB,Nu,0,Khong,Khong,5,Co,Khong,Cap quang,Khong,Khong,Khong,Co,Khong,Khong,hang thang,Co,Sec buu dien,75.65,399.45,Khong
8563-IIOXK,Nam,0,Co,Co,7,Co,Khong,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang nam,Co,Sec dien tu,49.75,331.3,Co
4903-CNOZC,Nam,0,Khong,Khong,29,Co,Co,DSL,Khong,Co,Co,Khong,Khong,Co,hang nam,Khong,the tin dung,70.9,1964.6,Khong
4353-HYOJD,Nu,0,Co,Co,27,Co,Khong,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,49.85,1336.15,Khong
8020-BWHYL,Nu,1,Khong,Khong,15,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,75.3,1147.45,Co
7267-FRMJW,Nu,0,Co,Co,25,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,20.1,486.05,Khong
2982-VPSGI,Nu,0,Co,Khong,11,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,94,1078.9,Co
4188-FRABG,Nam,0,Co,Khong,57,Co,Co,Cap quang,Co,Co,Co,Co,Co,Khong,hang thang,Co,Sec dien tu,103.05,5925.75,Khong
8199-ZLLSA,Nam,0,Khong,Khong,67,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,118.35,7804.15,Co
4128-ETESU,Nu,1,Co,Khong,47,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Khong,Sec dien tu,99.7,4747.2,Khong
0620-DLSLK,Nu,0,Khong,Khong,13,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec buu dien,81.9,1028.9,Khong
4625-EWPTF,Nam,0,Khong,Khong,8,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,30.45,226.45,Co
